instance_idx,loan_amnt,annual_inc,term,dti,fico,inq_last_6mths,open_acc,revol_util,pub_rec_bankruptcies,emp_len_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,risk_probability,actual_target
229,-0.6025997817522659,-0.8247695569287199,-0.6699667187485197,-0.16535023337425195,-0.15073716897513073,-0.644045868635524,-1.2024594967637698,-0.2514416710759037,-0.35007885627693935,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18171515,0
230,-1.0102709919574702,-0.8009161998291586,-0.6699667187485197,0.016396571631192056,0.1745480467674896,-0.644045868635524,0.004517542633171293,-1.4121266357337836,-0.35007885627693935,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14723283,0
231,-1.1849872249025577,-0.6621330312498929,-0.6699667187485197,1.1566551890220347,0.1745480467674896,-0.644045868635524,-0.34033304005166903,-1.4079813322885772,-0.35007885627693935,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.14815162,0
232,-0.8937935033274119,0.5305348237281717,-0.6699667187485197,-1.2523581945214615,0.33719065463879977,1.6877639381549323,0.004517542633171293,-0.1685356021717694,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13553815,0
233,0.44569761591825935,-0.7344159315515938,1.4926114566824664,1.5398283893838303,-0.15073716897513073,-0.644045868635524,-0.5127583313940892,0.5734737145202329,-0.35007885627693935,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.641189,0
234,1.4939950135887847,2.2833951560444183,1.4926114566824664,0.17036042555300107,-0.15073716897513073,-0.644045868635524,-0.16790774870924885,0.32475550780782997,-0.35007885627693935,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.47430637,1
235,-0.6025997817522659,0.20526177237051774,-0.6699667187485197,1.5733994552765556,-0.4760223847177511,0.5218590347597042,1.728770456057373,0.5859096248558529,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13963847,0
236,-1.4179422021626746,-0.966588607320657,-0.6699667187485197,-0.2625905621669736,-0.4760223847177511,-0.644045868635524,-1.2024594967637698,0.9631322383696638,-0.35007885627693935,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.17739454,0
237,-0.023124275817725564,0.8377371500104005,-0.6699667187485197,-1.4919861476178113,-0.9639502083316815,-0.644045868635524,-0.8576089140789295,-1.980033207727104,10.14703827346637,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.08545033,0
238,1.0280850590685513,1.2895052768960311,-0.6699667187485197,-1.8091748391559745,2.7768297727084525,-0.644045868635524,-1.3748847881061899,-1.250459801370722,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.120455325,0
239,-0.3696448044921492,0.38596902312476994,-0.6699667187485197,1.7713529817474531,0.011905438896179432,0.5218590347597042,0.6942187080028519,-0.26802288485673054,2.274200426158888,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14809611,0
240,1.7269499908489014,0.5666762738790222,-0.6699667187485197,-1.4329473765650875,1.475688909737971,0.5218590347597042,1.3839198733725324,-2.0131956352887577,-0.35007885627693935,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10450028,0
241,-1.4179422021626746,-0.6802037563253182,-0.6699667187485197,1.946154048981989,0.1745480467674896,-0.644045868635524,-0.16790774870924885,-0.3053306158635909,-0.35007885627693935,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1370426,0
242,-0.8355547590123827,-1.0596889829092477,-0.6699667187485197,0.1819366551711824,-0.3133797768464409,-0.644045868635524,-1.3748847881061899,1.4647139552396766,-0.35007885627693935,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1782549,0
243,-0.2997583113141142,-0.7886281067778694,-0.6699667187485197,1.8477560972274492,-0.8013076004603714,0.5218590347597042,2.4184716214270536,0.2998836871365896,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1880505,0
244,-1.3946467044366628,-0.6259915810990424,-0.6699667187485197,-0.799727616450579,0.33719065463879977,1.6877639381549323,-0.5127583313940892,-0.9561432567610452,-0.35007885627693935,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17862095,0
245,0.221478450305397,-0.6440623061744677,-0.6699667187485197,1.4009136339656567,1.475688909737971,-0.644045868635524,1.5563451647149527,-0.8234935465144303,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14142914,0
246,1.1445625476986097,0.024554521616265527,1.4926114566824664,0.02797280124937295,-1.1265928162029917,-0.644045868635524,0.004517542633171293,0.7973201005613951,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5985954,1
247,2.3093374339991937,1.108798026141779,-0.6699667187485197,-0.7812056490614891,0.49983326251010995,0.5218590347597042,-0.6851836227365093,-0.3882366847677252,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15134352,0
248,-0.48612229312220756,0.024554521616265527,-0.6699667187485197,2.2506088879401527,0.1745480467674896,-0.644045868635524,0.3493681253180116,0.8387731350134623,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1472581,0
249,-0.25316731586209085,0.34982757297391953,-0.6699667187485197,0.22476870475845234,2.9394723805797627,-0.644045868635524,-0.5127583313940892,-1.5613575597612257,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16034767,0
250,-0.9520322476424411,0.20526177237051774,-0.6699667187485197,-0.7152211402378565,-0.8013076004603714,-0.644045868635524,-0.5127583313940892,1.6968509481712524,-0.35007885627693935,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.21198453,0
251,-0.5734804095947513,-0.9331939073812712,-0.6699667187485197,0.42966796900025855,-1.1265928162029917,-0.644045868635524,-0.34033304005166903,1.2284316588628938,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15316075,0
252,2.3093374339991937,0.024554521616265527,1.4926114566824664,0.9297610885056841,-0.3133797768464409,-0.644045868635524,-0.34033304005166903,1.3735172794451287,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.560864,1
253,-1.0685097362724993,-0.427213605269365,-0.6699667187485197,-1.562601148288716,-0.15073716897513073,0.5218590347597042,0.3493681253180116,-1.39140011850775,-0.35007885627693935,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.15552469,0
254,0.28262913183617766,-0.6982744814007433,1.4926114566824664,1.3198800266383888,-0.15073716897513073,-0.644045868635524,-0.6851836227365093,1.1123631623971058,-0.35007885627693935,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5813141,0
255,-1.1849872249025577,-0.37300143004308933,-0.6699667187485197,-1.245412456750553,-0.4760223847177511,0.5218590347597042,-1.0300342054213496,-0.41310850543896555,-0.35007885627693935,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.18057199,0
256,-1.0685097362724993,0.024554521616265527,-0.6699667187485197,-0.508006630072414,1.8009741254805913,-0.644045868635524,0.866643999345272,-1.3996907253981636,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13173643,0
257,-0.8355547590123827,1.199151651518905,-0.6699667187485197,-1.0162031103105662,-0.6386649925890613,-0.644045868635524,-0.5127583313940892,0.6895422109860208,-0.35007885627693935,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16182464,0
258,0.8766643238494753,0.8377371500104005,1.4926114566824664,-1.5869112304868966,-1.1265928162029917,-0.644045868635524,0.866643999345272,0.0138577494173263,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5252918,1
259,-0.6025997817522659,-0.4109875398096392,-0.6699667187485197,1.4194356013547464,-0.15073716897513073,-0.644045868635524,0.6942187080028519,-0.6286642845897146,-0.35007885627693935,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13461213,0
260,-0.020212338601974106,0.18719104729509253,-0.6699667187485197,0.4493475593511667,0.8251184782527303,0.5218590347597042,1.0390692906876922,-0.5416129122403738,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14970115,0
261,1.9599049681090184,0.20526177237051774,1.4926114566824664,-0.24869908662515647,-0.9639502083316815,1.6877639381549323,-0.6851836227365093,-1.3002034427132025,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.62604195,1
262,-0.3696448044921492,0.7473835246332744,-0.6699667187485197,-1.428316884717815,-1.1265928162029917,-0.644045868635524,-1.54731007944861,1.8212100515274539,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.17162266,0
263,0.21274263865814264,-0.33685997989223887,-0.6699667187485197,0.009450833860283106,0.011905438896179432,-0.644045868635524,1.0390692906876922,1.4232609207876095,-0.35007885627693935,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15751345,0
264,-0.7307250192453302,-0.947252931489952,-0.6699667187485197,-0.9710558147996597,-0.3133797768464409,-0.644045868635524,-1.3748847881061899,0.7144140316572608,-0.35007885627693935,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.24489191,0
265,1.4939950135887847,1.2172223765943302,-0.6699667187485197,-1.084502865057835,3.590042812065003,-0.644045868635524,0.004517542633171293,-1.3831095116173369,-0.35007885627693935,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.14062414,0
266,2.3093374339991937,1.4702125276502833,-0.6699667187485197,-1.4896709016941752,3.9153280278076235,-0.644045868635524,-0.16790774870924885,-1.3209299599392361,-0.35007885627693935,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.13602802,0
267,1.0280850590685513,0.47632264850189604,-0.6699667187485197,-0.5901978603615001,1.9636167333519015,-0.644045868635524,-0.6851836227365093,-0.8359294568500504,-0.35007885627693935,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1527373,0
268,0.6786525931783761,0.3869990544540692,1.4926114566824664,1.1358179757093085,0.1745480467674896,-0.644045868635524,0.3493681253180116,-0.3592195606512781,-0.35007885627693935,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.61242926,0
269,-0.020212338601974106,1.108798026141779,-0.6699667187485197,-1.610063689723259,-1.1265928162029917,0.5218590347597042,-1.0300342054213496,0.9672775418148708,-0.35007885627693935,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21302426,0
270,-0.24443150421483648,-0.06579910376086058,1.4926114566824664,0.5431150192584339,0.49983326251010995,1.6877639381549323,-0.5127583313940892,1.2284316588628938,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5637675,0
271,0.7339794002776538,0.32272148536078166,1.4926114566824664,-0.14567064302334423,-0.3133797768464409,-0.644045868635524,-0.34033304005166903,0.9506963280340437,-0.35007885627693935,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.60638374,0
272,-0.7190772703823243,-0.7615220191647316,-0.6699667187485197,0.9969032202911349,-0.9639502083316815,1.6877639381549323,1.0390692906876922,0.2584306526845224,2.274200426158888,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1580926,0
273,0.46316923921276815,-0.3621589949978342,1.4926114566824664,1.47268625759838,0.6624758703814201,1.6877639381549323,0.866643999345272,0.034584266643359875,-0.35007885627693935,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6340314,0
274,-0.3696448044921492,-0.2465063545151128,1.4926114566824664,1.8929033927383558,0.011905438896179432,-0.644045868635524,2.073621038742213,-1.1841349462474144,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.63657063,1
275,-0.020212338601974106,-0.48142578049564067,1.4926114566824664,2.116324624369252,0.33719065463879977,-0.644045868635524,-0.16790774870924885,0.7019781213216408,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6301865,1
276,-0.4628267953961959,-0.33685997989223887,1.4926114566824664,1.2087482223038497,-0.6386649925890613,-0.644045868635524,-0.5127583313940892,0.6729609972051936,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5973794,1
277,1.4939950135887847,1.6509197784045355,1.4926114566824664,-1.104182455408743,-0.4760223847177511,1.6877639381549323,-0.5127583313940892,-0.3592195606512781,-0.35007885627693935,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5692258,0
278,-0.020212338601974106,-0.29999570073837145,-0.6699667187485197,-0.5438929418887756,-0.3133797768464409,-0.644045868635524,1.2114945820301124,0.8387731350134623,-0.35007885627693935,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1702224,0
279,-0.6753982121460524,-0.8428402820041451,-0.6699667187485197,-1.1238620457596509,0.49983326251010995,-0.644045868635524,-0.5127583313940892,-0.37994607787731166,-0.35007885627693935,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.13468613,0
280,1.0280850590685513,-0.06579910376086058,1.4926114566824664,1.8512289661129038,-0.9639502083316815,-0.644045868635524,-0.34033304005166903,0.47813173528047853,-0.35007885627693935,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6263958,0
281,-0.3696448044921492,0.06069597176711597,-0.6699667187485197,-0.17692646299243325,-0.8013076004603714,-0.644045868635524,0.3493681253180116,0.10505442521187386,-0.35007885627693935,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16989022,0
282,0.8737523866337239,-0.4452843303447902,1.4926114566824664,0.8313631367511446,-0.9639502083316815,-0.644045868635524,-0.5127583313940892,-0.4296897192197924,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6071761,1
283,-0.3696448044921492,0.5486055488035969,-0.6699667187485197,1.1358179757093085,0.6624758703814201,0.5218590347597042,0.5217934166604318,1.4771498655752966,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14841904,0
284,-0.13668982723203246,-0.13808200406256146,-0.6699667187485197,1.5236216679183772,2.614187164837142,0.5218590347597042,1.3839198733725324,-1.951016083610657,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.15275155,0
285,-0.35217318119764046,1.7232026787062362,1.4926114566824664,-1.052089422126928,-0.9639502083316815,-0.644045868635524,-0.8576089140789295,0.4656958249448579,-0.35007885627693935,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.54358673,0
286,0.28262913183617766,-0.35854484998274916,-0.6699667187485197,0.8568308419111429,-0.6386649925890613,-0.644045868635524,-0.34033304005166903,1.5973636654862917,-0.35007885627693935,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.18419194,0
287,0.6786525931783761,0.024554521616265527,-0.6699667187485197,-0.5763063848196827,0.1745480467674896,-0.644045868635524,-0.34033304005166903,0.469841128390065,-0.35007885627693935,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1345625,0
288,-1.0685097362724993,-0.33685997989223887,-0.6699667187485197,1.2689446163183915,0.1745480467674896,-0.644045868635524,0.3493681253180116,-0.404817898548552,-0.35007885627693935,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13652365,0
289,1.0280850590685513,0.4221104732756204,1.4926114566824664,0.4134612475348053,-1.1265928162029917,0.5218590347597042,-0.8576089140789295,1.825355354972661,-0.35007885627693935,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6042768,1
290,0.5621751045483178,0.32024615743995,-0.6699667187485197,-1.6146941815705314,-0.9639502083316815,0.5218590347597042,-1.3748847881061899,0.11334503210228741,-0.35007885627693935,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17500219,0
291,-0.020212338601974106,-0.2465063545151128,-0.6699667187485197,-0.09589285566516532,-0.9639502083316815,-0.644045868635524,-1.0300342054213496,0.09676381832146061,2.274200426158888,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16137245,0
292,-0.8355547590123827,-0.39107215511851456,-0.6699667187485197,-0.9432728637160249,1.9636167333519015,-0.644045868635524,-0.5127583313940892,-1.2877675323775823,-0.35007885627693935,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.14936867,0
293,-0.3696448044921492,-0.427213605269365,-0.6699667187485197,0.8579884648729612,0.33719065463879977,-0.644045868635524,1.901195747399793,-0.5623394294664074,-0.35007885627693935,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.1618558,0
294,-0.8879696288959089,-0.6079208560236172,-0.6699667187485197,-0.7071177795051297,0.011905438896179432,0.5218590347597042,-0.16790774870924885,0.08432790798584028,-0.35007885627693935,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14264607,0
295,0.5621751045483178,-0.635026943636755,1.4926114566824664,0.40998837864935084,-0.15073716897513073,-0.644045868635524,-0.8576089140789295,0.1796698872255949,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.49511495,1
296,-0.9287367499164294,0.24140322252136817,-0.6699667187485197,-1.1910041775451015,-0.4760223847177511,-0.644045868635524,-0.34033304005166903,-1.0929382704528667,-0.35007885627693935,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15978645,0
297,0.5621751045483178,0.09683742191796642,-0.6699667187485197,-0.05884892088698564,-0.3133797768464409,-0.644045868635524,0.004517542633171293,0.009712445972119526,-0.35007885627693935,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16546862,0
298,-1.301464713532616,-0.06579910376086058,-0.6699667187485197,-0.04611506830698644,-0.4760223847177511,0.5218590347597042,3.280598078139154,-0.9022543119733578,4.898479708594715,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.14701797,0
299,0.5155841090962944,0.29561539774764384,1.4926114566824664,-0.6862805661924036,-0.15073716897513073,1.6877639381549323,0.6942187080028519,0.0138577494173263,-0.35007885627693935,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5604609,0
300,0.329220127288201,-0.06579910376086058,1.4926114566824664,-1.964296316039602,0.8251184782527303,-0.644045868635524,0.3493681253180116,-1.9095630491585898,-0.35007885627693935,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4063604,0
301,-0.020212338601974106,0.19622640983280512,-0.6699667187485197,0.6808721517147895,-0.6386649925890613,0.5218590347597042,-0.34033304005166903,1.4771498655752966,-0.35007885627693935,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1927462,0
302,-0.8355547590123827,-0.752486656627019,-0.6699667187485197,0.12405550708027667,-1.1265928162029917,0.5218590347597042,-1.2024594967637698,0.6397985696435401,-0.35007885627693935,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.17530595,0
303,0.6786525931783761,0.1691203222196673,1.4926114566824664,0.39725452606935163,-0.3133797768464409,-0.644045868635524,-0.16790774870924885,-0.5913565535828542,-0.35007885627693935,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5750338,0
304,-1.0685097362724993,-0.8066988318532946,-0.6699667187485197,-0.8089886001451239,-1.1265928162029917,-0.644045868635524,0.3493681253180116,0.7227046385476744,-0.35007885627693935,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.19044586,0
305,-1.4412376998886862,-0.7886281067778694,-0.6699667187485197,-0.7962547475651245,-0.6386649925890613,4.019573744945388,0.17694283397559143,-0.05661240915118798,2.274200426158888,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.20519583,0
306,-0.28228668801960544,2.6448096575529227,1.4926114566824664,1.5097301923765596,0.49983326251010995,0.5218590347597042,0.6942187080028519,1.1289443761779323,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.45264053,1
307,1.261040036328668,-0.1561527291379867,1.4926114566824664,-0.4130815472033285,0.6624758703814201,-0.644045868635524,-0.5127583313940892,-0.4338350226649991,-0.35007885627693935,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.51284057,0
308,-0.3696448044921492,-0.06579910376086058,-0.6699667187485197,-0.7661565505578535,-0.9639502083316815,-0.644045868635524,-0.5127583313940892,0.14650745966394102,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.16188167,0
309,0.21274263865814264,-0.6079208560236172,-0.6699667187485197,0.8267326449038722,-0.6386649925890613,0.5218590347597042,0.004517542633171293,-0.6701173190417817,-0.35007885627693935,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14896151,0
310,-1.1849872249025577,-0.7308017865365087,-0.6699667187485197,-1.630900903035985,0.49983326251010995,-0.644045868635524,-0.34033304005166903,0.12992624588311422,-0.35007885627693935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.13878101,0
311,2.3093374339991937,0.024554521616265527,1.4926114566824664,1.3858645354620214,-0.6386649925890613,-0.644045868635524,1.0390692906876922,1.8543724790891076,-0.35007885627693935,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.62303597,0
312,1.0280850590685513,2.193041530667292,-0.6699667187485197,-0.32625982506696993,-0.8013076004603714,-0.644045868635524,1.901195747399793,0.4615505214996514,-0.35007885627693935,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.23831116,0
313,0.7485390863564111,-0.427213605269365,1.4926114566824664,-0.7418464683596733,1.6383315176092812,-0.644045868635524,-1.3748847881061899,-2.046358062850411,-0.35007885627693935,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.49733528,0
314,1.7269499908489014,0.20526177237051774,1.4926114566824664,2.3212238886110574,1.475688909737971,0.5218590347597042,1.5563451647149527,-0.5001598777883066,-0.35007885627693935,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5574832,1
315,-0.48612229312220756,0.6208884491052978,-0.6699667187485197,-1.2905597522614596,-0.9639502083316815,0.5218590347597042,-0.16790774870924885,0.4656958249448579,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.15582868,0
316,0.09626515002808426,-0.4091428801939398,1.4926114566824664,1.3766035517674766,-0.4760223847177511,0.5218590347597042,-0.8576089140789295,0.30817429402700286,-0.35007885627693935,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6584242,0
317,-0.27646281358810254,-0.8428402820041451,-0.6699667187485197,-0.011386379452442924,-0.9639502083316815,-0.644045868635524,0.17694283397559143,-0.3758007744321052,-0.35007885627693935,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17623718,0
318,-0.8937935033274119,-0.1561527291379867,-0.6699667187485197,-1.03240983177602,1.6383315176092812,0.5218590347597042,-0.34033304005166903,-1.905417745713383,-0.35007885627693935,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.17768028,0
319,-0.8937935033274119,-0.5175672306464911,-0.6699667187485197,-1.1122858161414697,0.1745480467674896,0.5218590347597042,-1.0300342054213496,-0.21413394006904304,-0.35007885627693935,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15587737,0
320,0.5621751045483178,1.0813666654772833,1.4926114566824664,-1.43757786841236,0.33719065463879977,0.5218590347597042,0.17694283397559143,-0.5830659466924409,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.40020266,0
321,0.09626515002808426,-0.33685997989223887,-0.6699667187485197,0.7121279716838786,-0.9639502083316815,0.5218590347597042,0.004517542633171293,-0.09392014015804835,2.274200426158888,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1873928,0
322,-0.3696448044921492,0.31368612282306907,-0.6699667187485197,-1.0926062257905618,3.264757596322383,-0.644045868635524,-0.5127583313940892,-1.6649901458913936,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.12908983,0
323,0.5621751045483178,0.024554521616265527,1.4926114566824664,1.1659161727165797,-0.8013076004603714,0.5218590347597042,2.073621038742213,0.055310783869393455,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.61321616,0
324,0.329220127288201,-0.5537086807973416,1.4926114566824664,0.44240182158025815,-1.1265928162029917,1.6877639381549323,0.866643999345272,-0.31362122275400445,2.274200426158888,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.63590497,1
325,-1.534419690792733,0.5666762738790222,-0.6699667187485197,-0.8668697482360296,-1.1265928162029917,-0.644045868635524,0.17694283397559143,0.6066361420818864,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16342913,0
326,-0.3347015579031317,0.024554521616265527,-0.6699667187485197,-1.6366890178450755,0.011905438896179432,-0.644045868635524,0.17694283397559143,-0.5084504846787199,-0.35007885627693935,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16829856,0
327,-0.6025997817522659,-0.6079208560236172,1.4926114566824664,1.1323451068238541,0.6624758703814201,1.6877639381549323,0.3493681253180116,0.17552458378038813,-0.35007885627693935,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5584021,1
328,-1.4179422021626746,0.024554521616265527,-0.6699667187485197,-0.9837896673796591,1.3130463018666607,-0.644045868635524,-0.5127583313940892,-1.9261442629394165,-0.35007885627693935,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15926678,0
329,-0.020212338601974106,0.20526177237051774,-0.6699667187485197,1.8396527364947224,0.011905438896179432,-0.644045868635524,-0.6851836227365093,1.601508968931498,-0.35007885627693935,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17536739,0
330,0.17779939206912512,-0.2465063545151128,1.4926114566824664,-0.02759310091789659,0.8251184782527303,-0.644045868635524,-0.6851836227365093,0.09676381832146061,-0.35007885627693935,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5620629,0
331,-0.2648150647250967,-0.13808200406256146,1.4926114566824664,1.9449964260201704,-1.1265928162029917,2.8536688415501605,1.2114945820301124,0.08018260454063351,2.274200426158888,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6459571,1
332,-0.3696448044921492,-0.1561527291379867,-0.6699667187485197,-1.0625080287832909,1.475688909737971,-0.644045868635524,-1.0300342054213496,-0.41310850543896555,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.13810019,0
333,-1.3597034578476455,-0.06579910376086058,-0.6699667187485197,-0.9942082740360222,0.49983326251010995,-0.644045868635524,-0.34033304005166903,-1.1965708565830346,2.274200426158888,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.17276837,0
334,1.7269499908489014,0.45825192342647086,-0.6699667187485197,1.2643141244711191,0.9877610861240405,-0.644045868635524,-0.34033304005166903,0.6688156937599872,-0.35007885627693935,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.14600855,0
335,-0.3696448044921492,-0.8428402820041451,-0.6699667187485197,-0.15493162671788893,-0.6386649925890613,-0.644045868635524,-0.8576089140789295,0.30817429402700286,-0.35007885627693935,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.18959917,0
336,1.0047895613425395,1.0596456539366221,-0.6699667187485197,-1.3634899988560005,-1.1265928162029917,-0.644045868635524,-0.8576089140789295,-0.27631349174714376,-0.35007885627693935,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1710001,0
