loan_amnt,annual_inc,term,dti,fico,inq_last_6mths,open_acc,revol_util,pub_rec_bankruptcies,y_not_paid,emp_len_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
1000.0,35880.0,36.0,25.92,662.0,1.0,9.0,68.8,1.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000.0,70000.0,36.0,18.84,757.0,0.0,8.0,31.8,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,350000.0,60.0,12.44,722.0,0.0,16.0,43.0,0.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33600.0,98000.0,60.0,22.62,667.0,0.0,24.0,51.1,0.0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21600.0,94624.0,60.0,26.0,727.0,0.0,11.0,83.8,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28000.0,130000.0,60.0,12.92,692.0,0.0,9.0,46.3,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,43000.0,36.0,21.32,672.0,2.0,21.0,77.0,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9000.0,68000.0,36.0,7.59,687.0,2.0,15.0,24.6,0.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18075.0,130000.0,60.0,13.28,702.0,1.0,36.0,40.0,1.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14000.0,29328.0,60.0,29.91,662.0,1.0,6.0,73.0,0.0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6000.0,58000.0,36.0,16.14,737.0,2.0,45.0,11.7,0.0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4000.0,55000.0,36.0,10.69,827.0,0.0,8.0,4.4,0.0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000.0,47000.0,60.0,22.68,662.0,0.0,10.0,73.8,1.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7200.0,59000.0,36.0,24.51,707.0,0.0,10.0,38.7,0.0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,60000.0,36.0,12.58,677.0,0.0,4.0,70.4,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10000.0,80000.0,36.0,30.74,692.0,1.0,11.0,69.7,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18000.0,55000.0,60.0,20.82,667.0,0.0,12.0,66.4,0.0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
18400.0,40000.0,60.0,28.27,667.0,0.0,13.0,65.5,0.0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3500.0,18000.0,36.0,20.6,762.0,0.0,8.0,9.3,0.0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16800.0,83000.0,36.0,30.91,717.0,1.0,27.0,30.1,0.0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,60000.0,60.0,16.01,682.0,0.0,8.0,53.8,0.0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7500.0,95000.0,36.0,9.15,662.0,0.0,6.0,65.0,0.0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20000.0,75000.0,60.0,38.7,672.0,0.0,12.0,67.6,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30000.0,147000.0,60.0,9.34,712.0,0.0,10.0,50.2,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5600.0,41600.0,36.0,11.8,687.0,0.0,3.0,86.4,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,66000.0,36.0,5.42,672.0,0.0,5.0,57.5,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24000.0,170000.0,60.0,14.71,682.0,0.0,6.0,77.4,0.0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,200000.0,36.0,3.54,697.0,0.0,11.0,12.3,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15000.0,103000.0,36.0,25.33,692.0,0.0,18.0,72.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,52000.0,60.0,25.09,707.0,0.0,10.0,40.4,0.0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,33000.0,36.0,29.16,692.0,0.0,15.0,59.1,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,55000.0,36.0,5.28,692.0,1.0,14.0,19.8,0.0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15600.0,65000.0,60.0,20.48,692.0,1.0,21.0,63.0,1.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8900.0,26222.0,36.0,10.39,687.0,0.0,4.0,70.6,0.0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7200.0,80000.0,36.0,12.83,672.0,1.0,30.0,33.1,0.0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,136000.0,36.0,11.49,672.0,5.0,27.0,37.3,1.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,60000.0,60.0,20.12,687.0,1.0,5.0,76.4,0.0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20825.0,46000.0,60.0,36.6,677.0,0.0,14.0,60.3,0.0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32000.0,135000.0,36.0,33.85,717.0,0.0,13.0,85.4,0.0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11200.0,60000.0,60.0,29.22,677.0,0.0,9.0,69.6,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,120000.0,36.0,12.36,672.0,2.0,21.0,36.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20575.0,180000.0,60.0,25.56,692.0,0.0,23.0,48.8,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000.0,127670.0,60.0,31.93,687.0,0.0,21.0,51.4,0.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32000.0,80000.0,60.0,27.75,742.0,0.0,10.0,20.0,0.0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29675.0,80000.0,60.0,14.15,712.0,0.0,17.0,38.8,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22675.0,60000.0,60.0,17.44,732.0,1.0,9.0,45.9,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,61000.0,36.0,7.2,767.0,1.0,6.0,29.7,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,63000.0,36.0,7.31,682.0,0.0,7.0,44.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,69000.0,36.0,30.3,717.0,0.0,10.0,64.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9250.0,52500.0,36.0,27.54,702.0,0.0,15.0,88.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14400.0,80000.0,60.0,4.05,662.0,0.0,5.0,93.7,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8400.0,40000.0,36.0,16.35,732.0,1.0,3.0,66.5,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10000.0,25000.0,36.0,10.13,662.0,0.0,3.0,72.9,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24000.0,90000.0,60.0,19.44,672.0,3.0,22.0,52.6,0.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4800.0,109000.0,36.0,9.7,672.0,0.0,8.0,31.0,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14525.0,50000.0,60.0,23.19,707.0,0.0,14.0,65.0,0.0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,46000.0,36.0,33.29,682.0,0.0,19.0,84.6,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,43000.0,60.0,17.72,722.0,1.0,15.0,56.1,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14400.0,70000.0,36.0,17.47,687.0,0.0,9.0,24.5,0.0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,80000.0,60.0,23.55,672.0,0.0,11.0,61.8,0.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24000.0,110000.0,60.0,12.06,717.0,1.0,11.0,47.0,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7100.0,32000.0,36.0,19.92,672.0,0.0,8.0,33.8,1.0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000.0,75000.0,60.0,26.85,667.0,0.0,11.0,62.7,0.0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15125.0,45000.0,36.0,16.96,687.0,0.0,8.0,88.9,0.0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,28000.0,36.0,19.46,672.0,0.0,12.0,57.4,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,65000.0,36.0,9.81,667.0,2.0,10.0,63.2,0.0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,76000.0,36.0,14.97,692.0,0.0,8.0,81.9,0.0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,200000.0,36.0,14.48,662.0,0.0,19.0,81.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,59000.0,36.0,20.24,742.0,0.0,17.0,17.2,0.0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9100.0,93700.0,36.0,10.91,707.0,0.0,16.0,53.3,1.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,55000.0,60.0,6.24,737.0,0.0,18.0,23.6,0.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16875.0,42000.0,60.0,33.69,702.0,0.0,12.0,79.0,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,120000.0,36.0,20.26,757.0,1.0,15.0,16.1,0.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,95000.0,36.0,7.45,767.0,0.0,13.0,33.5,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8000.0,40000.0,36.0,21.99,702.0,3.0,10.0,33.0,1.0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,77100.0,60.0,16.31,697.0,1.0,7.0,91.0,0.0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
29425.0,64000.0,60.0,22.52,677.0,0.0,6.0,81.6,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19000.0,57000.0,36.0,21.35,712.0,0.0,7.0,47.1,0.0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,75072.0,36.0,9.5,672.0,0.0,9.0,65.6,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13000.0,26000.0,36.0,26.82,742.0,0.0,7.0,78.7,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27000.0,75000.0,60.0,30.9,707.0,1.0,15.0,50.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28000.0,80000.0,60.0,26.9,757.0,0.0,9.0,42.6,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,175000.0,36.0,4.5,817.0,0.0,7.0,2.0,0.0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28000.0,75000.0,36.0,6.64,757.0,0.0,14.0,17.2,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7500.0,120000.0,36.0,9.5,667.0,3.0,8.0,44.0,1.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8800.0,37000.0,36.0,17.06,682.0,2.0,9.0,40.5,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14000.0,72000.0,36.0,8.12,727.0,0.0,11.0,37.6,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,45000.0,36.0,18.67,667.0,0.0,7.0,32.1,0.0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,40000.0,36.0,11.91,672.0,0.0,15.0,39.3,0.0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16000.0,77000.0,60.0,39.78,692.0,1.0,9.0,66.6,0.0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,67000.0,36.0,30.68,732.0,0.0,17.0,59.0,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000.0,66000.0,36.0,17.76,677.0,0.0,9.0,77.1,1.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,140000.0,36.0,18.0,677.0,2.0,20.0,72.2,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13200.0,116870.0,36.0,23.27,717.0,3.0,28.0,50.6,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,45000.0,60.0,28.24,687.0,3.0,15.0,38.0,1.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7200.0,47000.0,36.0,26.61,687.0,1.0,13.0,40.3,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15025.0,47000.0,36.0,11.54,677.0,0.0,3.0,6.3,0.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13600.0,67000.0,36.0,30.77,682.0,1.0,20.0,66.7,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18000.0,190000.0,36.0,13.93,802.0,0.0,13.0,24.5,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000.0,65000.0,36.0,16.16,667.0,4.0,11.0,49.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,62000.0,60.0,7.82,672.0,1.0,7.0,20.4,1.0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000.0,260000.0,60.0,22.79,702.0,0.0,14.0,75.2,0.0,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3825.0,116706.58,36.0,11.15,672.0,1.0,6.0,75.0,1.0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,75000.0,60.0,20.58,702.0,2.0,22.0,35.7,0.0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22400.0,87000.0,60.0,16.0,687.0,0.0,29.0,57.4,0.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28000.0,190000.0,36.0,6.33,717.0,0.0,13.0,73.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2400.0,45000.0,36.0,12.88,702.0,0.0,6.0,18.9,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,150000.0,36.0,11.88,702.0,0.0,13.0,51.8,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,19200.0,36.0,11.0,707.0,0.0,4.0,34.9,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18700.0,55000.0,60.0,30.79,682.0,0.0,17.0,99.8,0.0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,85000.0,60.0,19.54,667.0,0.0,10.0,90.5,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17000.0,85000.0,36.0,15.57,687.0,2.0,13.0,22.5,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,60000.0,36.0,13.1,667.0,3.0,16.0,24.9,1.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9600.0,53780.0,36.0,20.96,667.0,1.0,13.0,49.8,1.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9000.0,95000.0,36.0,21.36,682.0,1.0,11.0,89.0,0.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18000.0,170000.0,36.0,4.4,797.0,0.0,11.0,31.8,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,78000.0,36.0,5.13,702.0,3.0,6.0,53.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8000.0,60000.0,36.0,29.5,677.0,1.0,10.0,51.5,1.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,60000.0,36.0,30.74,687.0,0.0,24.0,33.1,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,140000.0,36.0,22.75,717.0,0.0,11.0,62.9,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,102000.0,60.0,9.92,672.0,0.0,4.0,98.9,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,54000.0,36.0,19.76,672.0,0.0,7.0,48.8,0.0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,25000.0,36.0,30.92,752.0,0.0,14.0,20.9,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7200.0,61400.0,36.0,20.25,682.0,3.0,26.0,43.4,0.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8050.0,26860.0,36.0,3.61,737.0,0.0,4.0,29.7,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7200.0,92000.0,36.0,8.2,712.0,0.0,5.0,27.5,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32625.0,120000.0,36.0,18.49,707.0,0.0,7.0,93.0,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4300.0,30000.0,36.0,38.16,722.0,0.0,8.0,6.1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8400.0,37000.0,36.0,34.98,722.0,0.0,7.0,49.9,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,90000.0,36.0,7.11,757.0,0.0,5.0,40.8,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,108900.0,60.0,6.26,662.0,1.0,8.0,27.1,0.0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,41000.0,36.0,10.63,722.0,0.0,9.0,48.0,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14000.0,140000.0,60.0,6.98,662.0,4.0,19.0,29.0,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9750.0,40000.0,36.0,29.67,662.0,2.0,16.0,59.6,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,55000.0,60.0,13.9,722.0,1.0,12.0,33.4,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25000.0,55000.0,60.0,19.31,702.0,2.0,6.0,83.4,0.0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15400.0,72000.0,36.0,8.5,722.0,0.0,11.0,55.6,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,89000.0,36.0,22.66,722.0,1.0,18.0,40.3,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,33000.0,36.0,32.76,782.0,0.0,8.0,24.6,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,95000.0,60.0,9.46,712.0,1.0,8.0,48.6,0.0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12000.0,40000.0,36.0,17.04,667.0,0.0,9.0,100.1,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,48012.0,36.0,21.04,687.0,2.0,7.0,13.0,1.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000.0,43500.0,36.0,19.31,697.0,0.0,16.0,62.2,0.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,75000.0,36.0,16.98,697.0,0.0,8.0,94.4,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,50000.0,60.0,13.15,667.0,0.0,18.0,63.9,0.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5500.0,33082.0,36.0,21.01,702.0,1.0,6.0,43.5,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20000.0,58000.0,36.0,30.73,702.0,0.0,18.0,50.7,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,55000.0,36.0,22.76,667.0,0.0,23.0,80.9,0.0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,55000.0,36.0,18.39,697.0,0.0,8.0,49.4,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23675.0,56400.0,60.0,31.3,677.0,0.0,4.0,92.7,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,65000.0,36.0,38.44,672.0,4.0,20.0,28.3,2.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,50000.0,60.0,23.24,697.0,1.0,12.0,61.6,0.0,1,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14000.0,200000.0,36.0,12.01,722.0,0.0,14.0,42.0,0.0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7200.0,40000.0,36.0,16.8,677.0,0.0,5.0,74.8,0.0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25000.0,90000.0,36.0,22.2,672.0,0.0,14.0,89.5,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,72000.0,36.0,11.85,712.0,2.0,7.0,74.2,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,57200.0,36.0,4.99,682.0,1.0,7.0,39.0,0.0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21150.0,46000.0,36.0,17.98,712.0,0.0,13.0,51.0,0.0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,140000.0,60.0,24.69,697.0,2.0,7.0,95.0,0.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5400.0,18010.0,36.0,20.0,672.0,1.0,8.0,78.3,0.0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,40000.0,36.0,16.2,667.0,0.0,5.0,95.2,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21475.0,80000.0,60.0,27.96,707.0,0.0,10.0,98.2,0.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7500.0,46500.0,36.0,15.35,707.0,1.0,12.0,22.5,0.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,120000.0,60.0,29.86,722.0,0.0,8.0,76.1,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,52000.0,36.0,13.59,672.0,0.0,8.0,54.8,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16875.0,72000.0,60.0,33.9,662.0,0.0,14.0,60.9,0.0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30000.0,90000.0,60.0,38.83,742.0,1.0,21.0,41.3,0.0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11200.0,39600.0,36.0,17.48,667.0,0.0,13.0,57.8,1.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,41415.33,36.0,36.92,692.0,0.0,5.0,55.4,0.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10775.0,50000.0,60.0,38.91,667.0,0.0,9.0,99.8,0.0,1,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
19000.0,75000.0,36.0,10.32,712.0,0.0,6.0,70.8,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15150.0,54000.0,60.0,37.56,702.0,0.0,19.0,81.0,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,87854.0,60.0,23.88,697.0,0.0,14.0,72.7,0.0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5600.0,32000.0,36.0,14.05,662.0,0.0,18.0,38.3,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,35000.0,36.0,5.97,702.0,0.0,7.0,31.3,0.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1600.0,20000.0,36.0,16.27,672.0,0.0,6.0,43.6,0.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22000.0,82800.0,36.0,16.28,687.0,1.0,7.0,98.5,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,75000.0,36.0,15.95,722.0,0.0,13.0,24.7,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16200.0,49000.0,60.0,17.12,702.0,0.0,10.0,74.0,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000.0,115000.0,36.0,20.82,767.0,0.0,8.0,68.9,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,90000.0,36.0,30.53,662.0,1.0,39.0,55.4,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20000.0,55172.0,60.0,8.09,677.0,0.0,4.0,89.2,0.0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14000.0,71000.0,36.0,31.94,777.0,1.0,20.0,6.3,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,210000.0,36.0,10.14,677.0,0.0,12.0,88.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16000.0,52000.0,60.0,27.07,672.0,0.0,13.0,73.1,1.0,1,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6500.0,65000.0,36.0,21.75,692.0,0.0,10.0,95.1,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22500.0,50000.0,60.0,18.0,687.0,0.0,6.0,71.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,100000.0,60.0,28.77,692.0,0.0,13.0,39.8,0.0,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35000.0,85000.0,60.0,17.18,727.0,0.0,11.0,44.1,0.0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000.0,36000.0,36.0,6.17,672.0,0.0,10.0,24.7,3.0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1675.0,47000.0,36.0,31.72,672.0,1.0,10.0,92.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
